LF_hip_tau_ff,LF_thigh_tau_ff,LF_calf_tau_ff,RF_hip_tau_ff,RF_thigh_tau_ff,RF_calf_tau_ff,LR_hip_tau_ff,LR_thigh_tau_ff,LR_calf_tau_ff,RR_hip_tau_ff,RR_thigh_tau_ff,RR_calf_tau_ff,LF_hip_tau_actual,LF_thigh_tau_actual,LF_calf_tau_actual,RF_hip_tau_actual,RF_thigh_tau_actual,RF_calf_tau_actual,LR_hip_tau_actual,LR_thigh_tau_actual,LR_calf_tau_actual,RR_hip_tau_actual,RR_thigh_tau_actual,RR_calf_tau_actual,LF_hip_q_des,LF_thigh_q_des,LF_calf_q_des,RF_hip_q_des,RF_thigh_q_des,RF_calf_q_des,LR_hip_q_des,LR_thigh_q_des,LR_calf_q_des,RR_hip_q_des,RR_thigh_q_des,RR_calf_q_des,LF_hip_q,LF_thigh_q,LF_calf_q,RF_hip_q,RF_thigh_q,RF_calf_q,LR_hip_q,LR_thigh_q,LR_calf_q,RR_hip_q,RR_thigh_q,RR_calf_q,LF_hip_qd_des,LF_thigh_qd_des,LF_calf_qd_des,RF_hip_qd_des,RF_thigh_qd_des,RF_calf_qd_des,LR_hip_qd_des,LR_thigh_qd_des,LR_calf_qd_des,RR_hip_qd_des,RR_thigh_qd_des,RR_calf_qd_des,LF_hip_qd,LF_thigh_qd,LF_calf_qd,RF_hip_qd,RF_thigh_qd,RF_calf_qd,LR_hip_qd,LR_thigh_qd,LR_calf_qd,RR_hip_qd,RR_thigh_qd,RR_calf_qd
0,0,0,0,0,0,0,0,0,0,0,0,-6.07443,11.4898,-6.85401,-0.859769,-4.68553,-2.24701,4.64036,-2.7996,-0.257496,-1.34778,5.14035,-2.60521,0.02596,-0.625803,1.25825,0.112422,-0.408598,1.26243,-0.125263,-0.649579,1.31384,0.0457641,-0.785892,1.37963,-0.0153077,-0.803152,1.48832,-0.0064985,-0.628119,1.49805,-0.0694955,-0.727027,1.45196,0.172039,-0.78912,1.45136,0,0,0,0,0,0,0,0,0,0,0,0,-0.771352,1.10452,-0.153271,-0.729509,-1.7574,2.83639,0.248475,-2.31957,6.03938,-0.220435,0.128143,0.902599
0,0,0,0,0,0,0,0,0,0,0,0,-5.92515,11.4089,-6.82064,-0.726156,-4.43965,-2.53728,4.55977,-2.59307,-0.536166,-1.25654,5.18096,-2.73321,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0172284,-0.800888,1.48792,-0.00829643,-0.632062,1.50405,-0.0686725,-0.731801,1.46329,0.171313,-0.789034,1.45343,0,0,0,0,0,0,0,0,0,0,0,0,-0.960355,1.13187,-0.19638,-0.898962,-1.97138,3.00265,0.411513,-2.387,5.66818,-0.362803,0.0428246,1.0338
0,0,0,0,0,0,0,0,0,0,0,0,-5.77303,11.3273,-6.7873,-0.587492,-4.21437,-2.80057,4.45356,-2.41614,-0.690658,-1.16358,5.22105,-2.86084,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0194934,-0.798574,1.48745,-0.0104111,-0.636312,1.51026,-0.0674785,-0.736623,1.47365,0.17033,-0.7891,1.45573,0,0,0,0,0,0,0,0,0,0,0,0,-1.1325,1.15715,-0.234691,-1.05732,-2.12501,3.10221,0.596973,-2.41094,5.17896,-0.491599,-0.0327174,1.15066
0,0,0,0,0,0,0,0,0,0,0,0,-11.5818,5.4047,-2.47621,0.219404,-2.25918,-5.94045,1.79792,3.66009,-8.45141,9.20681,-5.16392,-7.03456,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0221101,-0.79634,1.48732,-0.012897,-0.639694,1.51544,-0.0649324,-0.737883,1.47216,0.169593,-0.789452,1.4584,0,0,0,0,0,0,0,0,0,0,0,0,-1.30837,1.11687,-0.0682555,-1.24294,-1.69106,2.594,1.27308,-0.630109,-0.744486,-0.368228,-0.176273,1.33695
0,0,0,0,0,0,0,0,0,0,0,0,1.07766,-1.71546,1.32718,-4.15187,-2.38493,-17.2304,2.31128,5.19483,-10.6624,4.38388,-1.94172,-5.26647,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0243504,-0.794719,1.48906,-0.0150909,-0.642062,1.51916,-0.059853,-0.73472,1.45591,0.169503,-0.789721,1.46082,0,0,0,0,0,0,0,0,0,0,0,0,-1.12015,0.810554,0.871998,-1.09697,-1.18384,1.85609,2.53971,1.58174,-8.12577,-0.0451812,-0.134649,1.20945
0,0,0,0,0,0,0,0,0,0,0,0,1.05075,-1.61094,0.804736,-4.15904,-2.56752,-16.9728,1.52559,3.99401,-6.48418,4.22507,-1.95445,-5.27528,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0261805,-0.793597,1.49199,-0.0169529,-0.643619,1.52157,-0.0529569,-0.728623,1.43033,0.170026,-0.790008,1.46309,0,0,0,0,0,0,0,0,0,0,0,0,-0.915049,0.560955,1.46541,-0.931001,-0.778463,1.20722,3.448,3.04864,-12.7923,0.261556,-0.143176,1.13441
0,0,0,0,0,0,0,0,0,0,0,0,1.00311,-1.51979,0.420108,-4.18616,-2.72349,-16.7208,0.86456,3.07764,-3.3834,4.05601,-1.9416,-5.30583,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.027597,-0.792887,1.4956,-0.0184666,-0.644531,1.52285,-0.0448221,-0.72069,1.39942,0.171123,-0.790385,1.46529,0,0,0,0,0,0,0,0,0,0,0,0,-0.708249,0.354997,1.80129,-0.756865,-0.456366,0.637575,4.06745,3.96649,-15.4563,0.548364,-0.18846,1.09938
0,0,0,0,0,0,0,0,0,0,0,0,0.942203,-1.43811,0.144091,-4.22782,-2.85716,-16.4742,0.310789,2.38072,-1.12401,3.8797,-1.90765,-5.35428,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0287313,-0.792483,1.49948,-0.01973,-0.644908,1.52318,-0.0377364,-0.714117,1.37504,0.172612,-0.790806,1.46739,0,0,0,0,0,0,0,0,0,0,0,0,-0.567115,0.20208,1.94091,-0.631684,-0.188474,0.168519,3.54282,3.28638,-12.1892,0.744544,-0.210422,1.05107
0,0,0,0,0,0,0,0,0,0,0,0,0.905663,-1.37378,-0.0421759,-4.25251,-2.9798,-16.2498,0.360535,2.52359,-2.02619,3.73694,-1.88404,-5.39318,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0296024,-0.792309,1.5034,-0.0207746,-0.644833,1.52268,-0.0314797,-0.708831,1.35621,0.174465,-0.79126,1.46939,0,0,0,0,0,0,0,0,0,0,0,0,-0.435555,0.0869041,1.95977,-0.522281,0.0378488,-0.249307,3.12836,2.64285,-9.41468,0.926615,-0.227184,1.0015
0,0,0,0,0,0,0,0,0,0,0,0,0.866016,-1.32141,-0.169191,-4.27587,-3.09523,-16.0259,0.380062,2.68679,-2.84858,3.59031,-1.86203,-5.42849,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0302352,-0.792311,1.50719,-0.0216307,-0.644375,1.52144,-0.0258287,-0.704657,1.34194,0.176656,-0.79174,1.4713,0,0,0,0,0,0,0,0,0,0,0,0,-0.31641,-0.00071526,1.89628,-0.42806,0.228679,-0.620503,2.82548,2.08723,-7.13461,1.0954,-0.239824,0.951858
0,0,0,0,0,0,0,0,0,0,0,0,0.825428,-1.27755,-0.251224,-4.2973,-3.20437,-15.8031,0.361977,2.83937,-3.56054,3.44019,-1.84132,-5.46078,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0306593,-0.792447,1.51076,-0.022324,-0.643607,1.51957,-0.0206138,-0.701427,1.3314,0.179156,-0.792236,1.4731,0,0,0,0,0,0,0,0,0,0,0,0,-0.212058,-0.0681389,1.78702,-0.346642,0.384363,-0.93769,2.60746,1.61465,-5.26822,1.24985,-0.248479,0.902333
0,0,0,0,0,0,0,0,0,0,0,0,0.785976,-1.23975,-0.303815,-4.31721,-3.30527,-15.5883,0.314539,2.97878,-4.17764,3.28797,-1.82209,-5.49016,-0.00799441,-0.834908,1.53042,-0.172008,-0.747376,0.98433,0.0333284,-0.575224,1.10434,0.309586,-0.857114,1.30514,-0.0309128,-0.792688,1.51403,-0.0228759,-0.642596,1.51718,-0.0157078,-0.69899,1.32391,0.181934,-0.792744,1.47481,0,0,0,0,0,0,0,0,0,0,0,0,-0.126746,-0.120446,1.63369,-0.275976,0.505273,-1.19601,2.453,1.21869,-3.74775,1.38914,-0.253718,0.853355
0,0,0,0,0,0,0,0,0,0,0,0,0.750925,-1.20637,-0.325174,-4.33598,-3.39604,-15.3873,0.24459,3.10363,-4.71301,3.13498,-1.80424,-5.51687,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0310337,-0.793013,1.51696,-0.0233064,-0.641407,1.51438,-0.0110162,-0.697205,1.31887,0.184961,-0.793255,1.47642,0,0,0,0,0,0,0,0,0,0,0,0,-0.0604599,-0.16245,1.46362,-0.21524,0.59456,-1.39798,2.34583,0.892594,-2.51635,1.51333,-0.255748,0.805066
0,0,0,0,0,0,0,0,0,0,0,0,4.14946,2.40075,-9.76106,5.99483,3.39348,-2.91985,-6.63128,-1.24274,1.4353,-8.2575,7.51451,-4.67674,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0292755,-0.789872,1.507,-0.0236438,-0.640118,1.51192,-0.00752108,-0.696776,1.31723,0.187639,-0.793455,1.47783,0,0,0,0,0,0,0,0,0,0,0,0,0.879109,1.57021,-4.98053,-0.168724,0.644395,-1.23204,1.74754,0.214577,-0.821232,1.33928,-0.0996125,0.7029
0,0,0,0,0,0,0,0,0,0,0,0,3.62693,1.44021,-6.24015,5.9817,3.3299,-2.9289,-6.43699,-0.916611,0.637018,-8.25083,7.44242,-4.66783,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0278483,-0.786894,1.49893,-0.0239873,-0.638752,1.50975,-0.00507859,-0.697403,1.31823,0.18993,-0.793395,1.47908,0,0,0,0,0,0,0,0,0,0,0,0,0.713612,1.48901,-4.03218,-0.171731,0.683111,-1.08195,1.22125,-0.313771,0.500965,1.14566,0.0297507,0.625051
0,0,0,0,0,0,0,0,0,0,0,0,3.66686,1.39147,-6.47239,5.99351,3.26956,-2.93903,-6.24712,-0.633611,-0.0541387,-8.22276,7.37595,-4.66641,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0267496,-0.78415,1.49259,-0.0243549,-0.637314,1.50787,-0.00350647,-0.698805,1.32123,0.191859,-0.793091,1.48018,0,0,0,0,0,0,0,0,0,0,0,0,0.549345,1.37187,-3.17157,-0.183777,0.719038,-0.941711,0.786057,-0.700785,1.49923,0.964186,0.152046,0.552934
0,0,0,0,0,0,0,0,0,0,0,0,3.71603,1.36772,-6.71241,6.01056,3.20845,-2.95265,-6.07669,-0.398057,-0.643223,-8.18987,7.30568,-4.66353,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0259295,-0.781612,1.48767,-0.0247563,-0.635806,1.50625,-0.00264997,-0.700735,1.32568,0.193449,-0.792552,1.48115,0,0,0,0,0,0,0,0,0,0,0,0,0.410051,1.26949,-2.46157,-0.200709,0.753881,-0.810297,0.42825,-0.965322,2.22409,0.794883,0.269309,0.484898
0,0,0,0,0,0,0,0,0,0,0,0,3.76108,1.34274,-6.91971,6.03106,3.1458,-2.96974,-5.92348,-0.207869,-1.1391,-8.15291,7.23089,-4.6586,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0253467,-0.779247,1.48391,-0.0251976,-0.63423,1.50487,-0.00238132,-0.702989,1.33112,0.194721,-0.791788,1.48199,0,0,0,0,0,0,0,0,0,0,0,0,0.29141,1.18228,-1.8773,-0.220637,0.788141,-0.68697,0.134326,-1.12664,2.72182,0.63632,0.382012,0.420479
0,0,0,0,0,0,0,0,0,0,0,0,3.80291,1.31541,-7.09921,6.05427,3.08138,-2.99018,-5.78457,-0.0596141,-1.55127,-8.11181,7.15162,-4.65162,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0249663,-0.777027,1.48112,-0.0256814,-0.632586,1.50373,-0.00259537,-0.705394,1.33719,0.195696,-0.790807,1.48271,0,0,0,0,0,0,0,0,0,0,0,0,0.190174,1.10984,-1.39798,-0.241901,0.822123,-0.571109,-0.107025,-1.20273,3.03374,0.487465,0.490465,0.359313
0,0,0,0,0,0,0,0,0,0,0,0,3.84212,1.28504,-7.25499,6.07941,3.01506,-3.01385,-5.65748,0.0505948,-1.88926,-8.06663,7.06797,-4.6426,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0247585,-0.774925,1.4791,-0.0262074,-0.630874,1.50281,-0.00320579,-0.707814,1.34358,0.196391,-0.789618,1.48331,0,0,0,0,0,0,0,0,0,0,0,0,0.103909,1.05125,-1.00624,-0.26304,0.856036,-0.462247,-0.30521,-1.20999,3.19618,0.347586,0.594858,0.301121
0,0,0,0,0,0,0,0,0,0,0,0,3.87902,1.25126,-7.39049,6.10577,2.94674,-3.04054,-5.54007,0.126827,-2.16225,-8.01755,6.98008,-4.63157,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0246969,-0.772914,1.47773,-0.026773,-0.629093,1.50209,-0.00414182,-0.71014,1.35006,0.196824,-0.788227,1.4838,0,0,0,0,0,0,0,0,0,0,0,0,0.0307871,1.00531,-0.687564,-0.282781,0.890023,-0.360011,-0.468011,-1.16306,3.24063,0.216169,0.69529,0.245691
0,0,0,0,0,0,0,0,0,0,0,0,3.91373,1.21391,-7.50857,6.1326,2.87634,-3.07006,-5.43059,0.173144,-2.37891,-7.96481,6.88814,-4.6186,0.106274,-0.715695,1.21598,0.172934,-0.518382,1.39375,-0.192962,-0.723753,1.32478,-0.0650672,-0.547034,1.33395,-0.0247581,-0.770973,1.47687,-0.0273731,-0.627245,1.50156,-0.0053455,-0.71229,1.35645,0.197009,-0.786644,1.48419,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305702,0.970624,-0.429825,-0.300046,0.924166,-0.26412,-0.601843,-1.07475,3.19405,0.092853,0.791799,0.192869
0,0,0,0,0,0,0,0,0,0,0,0,3.94624,1.17302,-7.61165,6.15924,2.80382,-3.10216,-5.32756,0.193473,-2.54726,-7.90872,6.79238,-4.60376,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0249205,-0.769081,1.47642,-0.028001,-0.625328,1.50121,-0.00676945,-0.714202,1.36261,0.196964,-0.784875,1.48448,0,0,0,0,0,0,0,0,0,0,0,0,-0.0812197,0.945753,-0.222873,-0.313971,0.958492,-0.174428,-0.711975,-0.956116,3.0792,-0.0226288,0.884386,0.142541
0,0,0,0,0,0,0,0,0,0,0,0,-1.65354,0.191452,2.05962,-3.66475,-5.83098,-15.6814,1.68734,6.11755,-8.13824,5.10653,-3.26038,-2.35848,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0254887,-0.76774,1.4786,-0.0286563,-0.623368,1.50049,-0.00751322,-0.71531,1.36765,0.197883,-0.783682,1.48579,0,0,0,0,0,0,0,0,0,0,0,0,-0.284094,0.670798,1.08872,-0.327621,0.980175,-0.358162,-0.371885,-0.554226,2.5192,0.459325,0.596329,0.65484
0,0,0,0,0,0,0,0,0,0,0,0,-1.53506,0.288682,1.3385,-3.63827,-5.90063,-15.568,1.53961,5.94986,-8.00939,4.83799,-3.15214,-2.65392,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0263355,-0.766764,1.48253,-0.0293438,-0.621378,1.49946,-0.00769196,-0.715749,1.37175,0.199604,-0.782956,1.48791,0,0,0,0,0,0,0,0,0,0,0,0,-0.423403,0.48809,1.96645,-0.34375,0.994898,-0.517588,-0.0893706,-0.219077,2.05058,0.860504,0.362858,1.0608
0,0,0,0,0,0,0,0,0,0,0,0,-1.44,0.35075,0.781651,-3.60958,-5.96768,-15.4573,1.40372,5.79543,-7.89811,4.58577,-3.05717,-2.92055,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0273727,-0.76601,1.48755,-0.0300705,-0.619371,1.49815,-0.00740108,-0.715627,1.37507,0.201982,-0.782598,1.49064,0,0,0,0,0,0,0,0,0,0,0,0,-0.518607,0.376775,2.50874,-0.363347,1.00344,-0.656408,0.145439,0.0607151,1.65833,1.18933,0.179146,1.36889
0,0,0,0,0,0,0,0,0,0,0,0,-1.36128,0.383801,0.359979,-3.57798,-6.03216,-15.3485,1.27759,5.65189,-7.80149,4.35,-2.97606,-3.15672,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0285416,-0.765372,1.49315,-0.0308444,-0.617358,1.49659,-0.00671975,-0.715038,1.37773,0.20489,-0.782518,1.49382,0,0,0,0,0,0,0,0,0,0,0,0,-0.584453,0.318809,2.79795,-0.386959,1.00651,-0.777893,0.340667,0.294526,1.32983,1.45392,0.0399643,1.58874
0,0,0,0,0,0,0,0,0,0,0,0,-10.5122,1.972,-4.70533,-0.389992,-4.63993,-4.18347,0.259658,3.24909,-7.16704,5.63681,-7.45317,-7.36236,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0303423,-0.764445,1.49777,-0.0323133,-0.615646,1.49542,-0.00643888,-0.713998,1.37968,0.207172,-0.783091,1.49725,0,0,0,0,0,0,0,0,0,0,0,0,-0.900317,0.463779,2.31237,-0.734476,0.855925,-0.58297,0.140436,0.520248,0.976482,1.14092,-0.286324,1.71199
0,0,0,0,0,0,0,0,0,0,0,0,-10.3003,1.87169,-4.60128,-0.172165,-4.61599,-4.24595,0.351348,3.10501,-7.04895,5.72486,-7.27285,-7.52671,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0327189,-0.763254,1.50158,-0.0344125,-0.614196,1.49459,-0.00652147,-0.712561,1.38102,0.208971,-0.784231,1.50085,0,0,0,0,0,0,0,0,0,0,0,0,-1.18832,0.595425,1.90404,-1.04957,0.725119,-0.415781,-0.0412969,0.718145,0.670262,0.899579,-0.570187,1.80181
0,0,0,0,0,0,0,0,0,0,0,0,-10.085,1.77014,-4.51136,0.0483552,-4.59409,-4.3046,0.444692,2.96298,-6.93606,5.79155,-7.0967,-7.67972,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0355524,-0.761817,1.50474,-0.0370185,-0.612949,1.49403,-0.00684533,-0.710715,1.38177,0.21115,-0.785427,1.49772,0,0,0,0,0,0,0,0,0,0,0,0,-1.41676,0.7185,1.58098,-1.303,0.623254,-0.280423,-0.161928,0.923138,0.375313,1.08942,-0.598026,-1.56679
0,0,0,0,0,0,0,0,0,0,0,0,-10.085,1.77014,-4.51136,0.0483552,-4.59409,-4.3046,0.444692,2.96298,-6.93606,5.79155,-7.0967,-7.67972,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0355524,-0.761817,1.50474,-0.0370185,-0.612949,1.49403,-0.00684533,-0.710715,1.38177,0.21115,-0.785427,1.49772,0,0,0,0,0,0,0,0,0,0,0,0,-1.41676,0.7185,1.58098,-1.303,0.623254,-0.280423,-0.161928,0.923138,0.375313,1.08942,-0.598026,-1.56679
0,0,0,0,0,0,0,0,0,0,0,0,-9.88576,1.66549,-4.44469,0.253249,-4.58055,-4.35545,0.514723,2.80509,-6.8111,5.63126,-7.0469,-5.90142,-0.0813922,-0.746937,1.54136,-0.155392,-0.803719,0.975589,0.0376091,-0.526219,1.14266,0.366805,-0.878815,1.40823,-0.0389395,-0.760178,1.50729,-0.0402173,-0.611937,1.49373,-0.00753958,-0.708621,1.38211,0.212842,-0.787598,1.49666,0,0,0,0,0,0,0,0,0,0,0,0,-1.69352,0.81963,1.27377,-1.59944,0.506202,-0.151996,-0.347126,1.04678,0.170797,0.845833,-1.08541,-0.528276
0,0,0,0,0,0,0,0,0,0,0,0,-9.64577,1.56575,-4.36751,0.497435,-4.5524,-4.41055,0.62815,2.68046,-6.71909,5.70231,-6.73809,-6.38898,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0428093,-0.758361,1.50933,-0.0439339,-0.611125,1.49364,-0.00854843,-0.70631,1.3821,0.214092,-0.790547,1.49729,0,0,0,0,0,0,0,0,0,0,0,0,-1.93493,0.908365,1.01905,-1.85827,0.405993,-0.0437869,-0.504423,1.15585,-0.00520622,0.625156,-1.47447,0.314772
0,0,0,0,0,0,0,0,0,0,0,0,-9.40897,1.46688,-4.30129,0.738347,-4.52666,-4.46202,0.737064,2.55658,-6.63078,5.77514,-6.45509,-6.82939,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0470911,-0.75639,1.51095,-0.0480936,-0.610483,1.49373,-0.00981286,-0.703804,1.38179,0.214981,-0.794095,1.49924,0,0,0,0,0,0,0,0,0,0,0,0,-2.14087,0.98542,0.810411,-2.07984,0.321036,0.0457887,-0.632214,1.25303,-0.156778,0.444453,-1.77381,0.974546
0,0,0,0,0,0,0,0,0,0,0,0,1.57872,4.01332,-10.6588,4.02893,-3.11602,-2.31552,-1.02357,-3.73929,2.73273,-5.53381,7.557,-5.96586,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0511532,-0.754222,1.51194,-0.0519945,-0.610021,1.49424,-0.0119384,-0.703121,1.38606,0.215333,-0.796772,1.50106,0,0,0,0,0,0,0,0,0,0,0,0,-2.03105,1.08413,0.494212,-1.95048,0.231133,0.253683,-1.06277,0.341511,2.13698,0.175775,-1.33872,0.912788
0,0,0,0,0,0,0,0,0,0,0,0,1.64567,3.89891,-10.5303,4.08128,-3.08493,-2.43469,-0.744526,-3.30402,1.45763,-5.41002,7.41977,-5.98975,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0550121,-0.751882,1.51241,-0.0556468,-0.60969,1.4951,-0.0146985,-0.70372,1.39311,0.215264,-0.798715,1.50274,0,0,0,0,0,0,0,0,0,0,0,0,-1.92949,1.16974,0.235342,-1.82614,0.165242,0.429319,-1.38004,-0.299922,3.52222,-0.0342882,-0.971509,0.839379
0,0,0,0,0,0,0,0,0,0,0,0,5.45543,-0.212939,-6.68458,8.42288,3.31537,-8.52666,-4.04943,-1.59543,-0.61239,-8.72399,8.81667,-6.57904,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0582151,-0.749508,1.5127,-0.058754,-0.608958,1.49553,-0.0176298,-0.704931,1.40059,0.215187,-0.799747,1.50391,0,0,0,0,0,0,0,0,0,0,0,0,-1.60151,1.18744,0.148852,-1.55363,0.366267,0.217752,-1.46565,-0.605312,3.73979,-0.0383223,-0.515842,0.583811
0,0,0,0,0,0,0,0,0,0,0,0,5.38753,-0.293037,-6.65026,8.37984,3.19288,-8.43394,-3.91869,-1.40641,-0.945559,-8.71967,8.61978,-6.48628,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0607916,-0.747104,1.51287,-0.0613204,-0.607866,1.4956,-0.0206556,-0.706582,1.40835,0.21517,-0.800005,1.50462,0,0,0,0,0,0,0,0,0,0,0,0,-1.28821,1.20204,0.08334,-1.28315,0.545751,0.034743,-1.51293,-0.825595,3.87993,-0.00888532,-0.129026,0.35394
0,0,0,0,0,0,0,0,0,0,0,0,5.30818,-0.372457,-6.62251,8.3216,3.07039,-8.34452,-3.80428,-1.24673,-1.24843,-8.73386,8.43412,-6.39258,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0627997,-0.744663,1.51294,-0.0633832,-0.606446,1.49537,-0.0241401,-0.708283,1.41517,0.215224,-0.79958,1.5049,0,0,0,0,0,0,0,0,0,0,0,0,-1.00406,1.22039,0.0334468,-1.03141,0.710217,-0.114052,-1.74225,-0.850496,3.40952,0.027467,0.212298,0.138908
0,0,0,0,0,0,0,0,0,0,0,0,5.22635,-0.454854,-6.59957,8.25761,2.94554,-8.26328,-3.58508,-1.18325,-1.21779,-8.75368,8.25072,-6.2934,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0642542,-0.742199,1.51294,-0.0649385,-0.604728,1.49488,-0.0280409,-0.710027,1.42105,0.215403,-0.798577,1.50479,0,0,0,0,0,0,0,0,0,0,0,0,-0.727242,1.23205,0.00121777,-0.777652,0.858835,-0.244977,-1.95037,-0.87168,2.94061,0.0893828,0.501432,-0.0506778
0,0,0,0,0,0,0,0,0,0,0,0,5.13157,-0.53461,-6.58352,8.17739,2.81971,-8.18312,-3.364,-1.12036,-1.15977,-8.79,8.07606,-6.19557,0.0946774,-0.739485,1.29351,0.19468,-0.496424,1.21803,-0.17268,-0.7619,1.4314,-0.0761071,-0.521018,1.29743,-0.0651709,-0.739724,1.51291,-0.0659861,-0.602741,1.49416,-0.0323202,-0.711811,1.42602,0.215743,-0.79708,1.50435,0,0,0,0,0,0,0,0,0,0,0,0,-0.458347,1.23708,-0.0152868,-0.52383,0.993733,-0.360819,-2.13964,-0.892001,2.48834,0.169883,0.748536,-0.219962
